book,phrase,count
0741KhazinBaghdadi.LubabTawil.Shamela0023628-ara1.completed,حتي اكلوا الكلاب والجيف,2
0741KhazinBaghdadi.LubabTawil.Shamela0023628-ara1.completed,كسني يوسف,7
0741KhazinBaghdadi.LubabTawil.Shamela0023628-ara1.completed,All phrases,14
0541IbnCatiyyaAndalusi.MuharrarWajiz.Shamela0023632-ara1.completed,كسني يوسف,1
0541IbnCatiyyaAndalusi.MuharrarWajiz.Shamela0023632-ara1.completed,All phrases,1
0207IbnZiyadFarra.MacaniQuran.Shamela0023634-ara1,كسني يوسف,1
0207IbnZiyadFarra.MacaniQuran.Shamela0023634-ara1,All phrases,1
0606FakhrDinRazi.MafatihGhayb.Shamela0023635-ara1,كسني يوسف,2
0606FakhrDinRazi.MafatihGhayb.Shamela0023635-ara1,All phrases,2
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1,كسني يوسف,3
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1,All phrases,3
0923AhmadQastallani.MawahibLaduniyya.Shamela0023685-ara1,كسني يوسف,1
0923AhmadQastallani.MawahibLaduniyya.Shamela0023685-ara1,All phrases,1
0911Samhudi.WafaWafa.Shamela0023695-ara1.completed,لحوم الكلاب,1
0255Jahiz.Hayawan.Shamela0023775-ara1.completed,لحوم الكلاب,8
0328IbnCabdRabbihi.CiqdFarid.Shamela0023789-ara1.completed,كسني يوسف,1
0328IbnCabdRabbihi.CiqdFarid.Shamela0023789-ara1.completed,All phrases,1
0606IbnAthirMajdDin.MucjamJamic.Shamela0025800-ara1,لحوم الكلاب,1
0606IbnAthirMajdDin.MucjamJamic.Shamela0025800-ara1,كسني يوسف,8
0606IbnAthirMajdDin.MucjamJamic.Shamela0025800-ara1,All phrases,8
0276IbnQutaybaDinawari.MacaniKabir.Shamela0025837-ara1.mARkdown,لحوم الكلاب,1
0748Dhahabi.CibarFiKhabar.Shamela0025841-ara1.mARkdown,اشتد الغلا,3
0748Dhahabi.CibarFiKhabar.Shamela0025841-ara1.mARkdown,حتي اكلوا الكلاب والحمر,1
0748Dhahabi.CibarFiKhabar.Shamela0025841-ara1.mARkdown, اكلوا الكلاب والحمر,1
0748Dhahabi.CibarFiKhabar.Shamela0025841-ara1.mARkdown,حتي اكلوا الكلاب,1
0405AbuCabbasCasmi.Juz.Shamela0026563-ara1,كسني يوسف,1
0405AbuCabbasCasmi.Juz.Shamela0026563-ara1,All phrases,1
0282IbnHarbCaskari.MusnadAbiHurayra.Shamela0026592-ara1,كسني يوسف,1
0282IbnHarbCaskari.MusnadAbiHurayra.Shamela0026592-ara1,All phrases,1
0313IbnIshaqSarraj.Musnad.Shamela0026668-ara1,كسني يوسف,10
0313IbnIshaqSarraj.Musnad.Shamela0026668-ara1,All phrases,10
0197IbnWahbQurashi.MuwattaIbnWahb.Shamela0026865-ara1,كسني يوسف,1
0197IbnWahbQurashi.MuwattaIbnWahb.Shamela0026865-ara1,All phrases,1
0685IbnSacidMaghribi.NashwatTarab.Shamela0028174-ara1.completed,كسني يوسف,1
0685IbnSacidMaghribi.NashwatTarab.Shamela0028174-ara1.completed,All phrases,1
0840IbnWazirYamani.CawasimWaQawasim.Shamela0029677-ara1,كسني يوسف,1
0840IbnWazirYamani.CawasimWaQawasim.Shamela0029677-ara1,All phrases,1
0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,كسني يوسف,1
0222IbnNaficHimsi.Hadith.Shamela0029704-ara1,All phrases,1
0273AbuUmayyaTarsusi.MusnadAbiUmayya.Shamela0029711-ara1,كسني يوسف,1
0273AbuUmayyaTarsusi.MusnadAbiUmayya.Shamela0029711-ara1,All phrases,1
0911Samhudi.KhulasatWafa.Shamela0031372-ara1.completed,لحوم الكلاب,1
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,حتي اكل بعضهم بعضا,2
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,حتي ابيع الكلب ب,1
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,لحوم الكلاب,1
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,اشتد الغلا,8
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,حتي اكلوا الكلاب,2
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,حتي اكلوا الكلاب والجيف,1
0748Dhahabi.TarikhIslam.Shamela0035100-ara1.mARkdown,حتي اكلوا الكلاب والجيف,1
0377IbnAhmadFarisi.HujjaLiQurraSabca.Shamela0035101-ara1,كسني يوسف,2
0377IbnAhmadFarisi.HujjaLiQurraSabca.Shamela0035101-ara1,All phrases,2
0716NajmDinTufi.Intisarat.Shamela0037713-ara1,اشتد الغلا,1
0435MuhallabAndalusi.MukhtasarNasih.Shamela0037837-ara1,كسني يوسف,4
0435MuhallabAndalusi.MukhtasarNasih.Shamela0037837-ara1,All phrases,4
0333AbuMansurMaturidi.Tafsir.Shamela0095590-ara1,حتي اكلوا الكلاب,1
0333AbuMansurMaturidi.Tafsir.Shamela0095590-ara1,حتي اكلوا الكلاب والجيف,1
0333AbuMansurMaturidi.Tafsir.Shamela0095590-ara1,حتي اكلوا الكلاب والجيف,1
0333AbuMansurMaturidi.Tafsir.Shamela0095590-ara1,كسني يوسف,3
0333AbuMansurMaturidi.Tafsir.Shamela0095590-ara1,All phrases,4
0388AbuSulaymanKhattabi.ShanDuca.Shamela0095700-ara1,كسني يوسف,1
0388AbuSulaymanKhattabi.ShanDuca.Shamela0095700-ara1,All phrases,1
0893IbnAhmadZaynDinSharji.TajridSarih.Shamela0096283-ara1,كسني يوسف,1
0893IbnAhmadZaynDinSharji.TajridSarih.Shamela0096283-ara1,All phrases,1
0728IbnTaymiyya.MasalaMardiniyya.Shamela0096844-ara1,لحوم الكلاب,1
0275AbuDawudSijistani.Sunan.Shamela0117359-ara1,لحوم الكلاب,1
0275AbuDawudSijistani.Sunan.Shamela0117359-ara1,كسني يوسف,1
0275AbuDawudSijistani.Sunan.Shamela0117359-ara1,All phrases,1
0845Maqrizi.Muqaffa.Shamela19Y0145334-ara1,اشتد الغلا,2
0280HudHawari.Tafsir.ShamIbadiyya0000194-ara1,كسني يوسف,1
0280HudHawari.Tafsir.ShamIbadiyya0000194-ara1,All phrases,1
0460ShaykhTusi.Khilaf.Shia000026Vols-ara1,كسني يوسف,2
0460ShaykhTusi.Khilaf.Shia000026Vols-ara1,All phrases,2
0676IbnHasanMuhaqqiqHilli.MuctabarFiSharhMukhtasar.Shia000055Vols-ara1,كسني يوسف,1
0676IbnHasanMuhaqqiqHilli.MuctabarFiSharhMukhtasar.Shia000055Vols-ara1,All phrases,1
0726CallamaHilli.MuntahaMatlab.Shia000107Vols-ara1,كسني يوسف,1
0726CallamaHilli.MuntahaMatlab.Shia000107Vols-ara1,All phrases,1
0204Shafici.Umm.Shia000820Vols-ara1,كسني يوسف,1
0204Shafici.Umm.Shia000820Vols-ara1,All phrases,1
0264IbnYahyaMuzani.Mukhtasar.Shia000828-ara1,لحوم الكلاب,1
0676Nawawi.Majmuc.Shia000841Vols-ara1,لحوم الكلاب,2
0676Nawawi.Majmuc.Shia000841Vols-ara1,كسني يوسف,1
0676Nawawi.Majmuc.Shia000841Vols-ara1,All phrases,1
0260IbnShadhanAzdi.Idah.Shia001269-ara1,واكل الناس بعضهم بعضا,1
0363QadiNucman.SharhAkhbar.Shia001278Vols-ara1.completed,كسني يوسف,2
0363QadiNucman.SharhAkhbar.Shia001278Vols-ara1.completed,All phrases,2
0413ShaykhMufid.FusulMukhtara.Shia001303-ara1,كسني يوسف,1
0413ShaykhMufid.FusulMukhtara.Shia001303-ara1,All phrases,1
0573IbnHibatAllahQutbDinRawandi.Kharaij.Shia001344Vols-ara1,كسني يوسف,1
0573IbnHibatAllahQutbDinRawandi.Kharaij.Shia001344Vols-ara1,All phrases,1
0588IbnShahrAshub.ManaqibAlAbiTalib.Shia001349Vols-ara1,كسني يوسف,3
0588IbnShahrAshub.ManaqibAlAbiTalib.Shia001349Vols-ara1,All phrases,3
0880IbnAbiJumhurAhsai.CawaliLaali.Shia001395Vols-ara1,لحوم الكلاب,1
0880IbnAbiJumhurAhsai.CawaliLaali.Shia001395Vols-ara1,كسني يوسف,1
0880IbnAbiJumhurAhsai.CawaliLaali.Shia001395Vols-ara1,All phrases,1
0273IbnMaja.Sunan.Shia001731Vols-ara1,كسني يوسف,1
0273IbnMaja.Sunan.Shia001731Vols-ara1,All phrases,1
0676Nawawi.MinhajFiSharhMuslim.Shia001764Vols-ara1,كسني يوسف,2
0676Nawawi.MinhajFiSharhMuslim.Shia001764Vols-ara1,All phrases,2
0807NurDinHaythami.MajmacZawaid.Shia001782Vols-ara1,واكل الناس بعضهم بعضا,1
0807NurDinHaythami.MajmacZawaid.Shia001782Vols-ara1,كسني يوسف,1
0807NurDinHaythami.MajmacZawaid.Shia001782Vols-ara1,All phrases,1
0911Suyuti.DibajCalaMuslim.Shia001831Vols-ara1,كسني يوسف,2
0911Suyuti.DibajCalaMuslim.Shia001831Vols-ara1,All phrases,2
0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1,كسني يوسف,2
0307AbuYaclaMawsili.Musnad.Shia001976Vols-ara1,All phrases,2
0307IbnJarudNaysaburi.Muntaqa.Shia001989-ara1,لحوم الكلاب,1
0307IbnJarudNaysaburi.Muntaqa.Shia001989-ara1,كسني يوسف,1
0307IbnJarudNaysaburi.Muntaqa.Shia001989-ara1,All phrases,1
0321AbuJacfarTahawi.SharhMacaniAthar.Shia002003Vols-ara1,كسني يوسف,1
0321AbuJacfarTahawi.SharhMacaniAthar.Shia002003Vols-ara1,All phrases,1
0360Tabarani.MucjamAwsat.Shia002034Vols-ara1,كسني يوسف,1
0360Tabarani.MucjamAwsat.Shia002034Vols-ara1,All phrases,1
0360Tabarani.MusnadShamiyyin.Shia002069Vols-ara1,كسني يوسف,3
0360Tabarani.MusnadShamiyyin.Shia002069Vols-ara1,All phrases,3
0463IbnCabdBarr.IstidhkarJamic.Shia002119Vols-ara1,لحوم الكلاب,1
0463IbnCabdBarr.IstidhkarJamic.Shia002119Vols-ara1,كسني يوسف,1
0463IbnCabdBarr.IstidhkarJamic.Shia002119Vols-ara1,All phrases,1
0538JarAllahZamakhshari.FaiqFiGharib.Shia002170Vols-ara1,كسني يوسف,1
0538JarAllahZamakhshari.FaiqFiGharib.Shia002170Vols-ara1,All phrases,1
0656IbnAbiHadid.SharhNahjBalagha.Shia002185Vols-ara1.completed,كسني يوسف,2
0656IbnAbiHadid.SharhNahjBalagha.Shia002185Vols-ara1.completed,All phrases,2
0662RashidAttar.GhurarFawaid.Shia002206-ara1,اشتد الغلا,1
0762IbnYusufZaylaci.TakhrijAhadith.Shia002218Vols-ara1,لحوم الكلاب,1
0762IbnYusufZaylaci.TakhrijAhadith.Shia002218Vols-ara1,كسني يوسف,4
0762IbnYusufZaylaci.TakhrijAhadith.Shia002218Vols-ara1,All phrases,4
0852IbnHajarCasqalani.DirayaFiTakhrijAhadithHidaya.Shia002240Vols-ara1,لحوم الكلاب,1
0975MuttaqiHindi.KanzCummal.Shia002265Vols-ara1,لحوم الكلاب,2
0975MuttaqiHindi.KanzCummal.Shia002265Vols-ara1,كسني يوسف,2
0975MuttaqiHindi.KanzCummal.Shia002265Vols-ara1,All phrases,2
0260ImamCaskari.Tafsir.Shia002334-ara1,حتي اكلوا الكلاب,1
0260ImamCaskari.Tafsir.Shia002334-ara1,كسني يوسف,1
0260ImamCaskari.Tafsir.Shia002334-ara1,All phrases,1
0460ShaykhTusi.Tibyan.Shia002341Vols-ara1,كسني يوسف,2
0460ShaykhTusi.Tibyan.Shia002341Vols-ara1,All phrases,2
0548IbnHasanTabarsi.TafsirJawamicJamic.Shia002356Vols-ara1,كسني يوسف,3
0548IbnHasanTabarsi.TafsirJawamicJamic.Shia002356Vols-ara1,All phrases,3
0548IbnHasanTabarsi.TafsirMajmacBayan.Shia002359Vols-ara1,كسني يوسف,5
0548IbnHasanTabarsi.TafsirMajmacBayan.Shia002359Vols-ara1,All phrases,5
0671AbuCabdAllahQurtubi.JamicLiAhkamQuran.Shia002616Vols-ara1,لحوم الكلاب,1
0671AbuCabdAllahQurtubi.JamicLiAhkamQuran.Shia002616Vols-ara1,كسني يوسف,7
0671AbuCabdAllahQurtubi.JamicLiAhkamQuran.Shia002616Vols-ara1,All phrases,7
0370IbnCaliJassas.FusulFiUsul.Shia002901Vols-ara1,لحوم الكلاب,2
0370IbnCaliJassas.FusulFiUsul.Shia002901Vols-ara1,كسني يوسف,2
0370IbnCaliJassas.FusulFiUsul.Shia002901Vols-ara1,All phrases,2
0476AbuIshaqShirazi.LumacFiUsulFiqh.Shia002913-ara1,لحوم الكلاب,1
0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1.completed,لحوم الكلاب,1
0845Maqrizi.ImtacAsmac.Shia003616Vols-ara1,كسني يوسف,15
0845Maqrizi.ImtacAsmac.Shia003616Vols-ara1,All phrases,15
0664IbnTawus.LuhufFiQatlaTufuf.Shia003705-ara1,كسني يوسف,1
0664IbnTawus.LuhufFiQatlaTufuf.Shia003705-ara1,All phrases,1
0734IbnSayyidNas.CuyunAthar.Shia003714Vols-ara1,كسني يوسف,1
0734IbnSayyidNas.CuyunAthar.Shia003714Vols-ara1,All phrases,1
0942IbnYusufShami.SubulHuda.Shia003732Vols-ara1,لحوم الكلاب,2
0942IbnYusufShami.SubulHuda.Shia003732Vols-ara1,كسني يوسف,1
0942IbnYusufShami.SubulHuda.Shia003732Vols-ara1,All phrases,1
0965SharafDinAstarabadiHusayni.TawilAyat.Shia003744Vols-ara1,كسني يوسف,1
0965SharafDinAstarabadiHusayni.TawilAyat.Shia003744Vols-ara1,All phrases,1
0606IbnAthirMajdDin.NihayaFiGharib.Shia003923Vols-ara1,كسني يوسف,2
0606IbnAthirMajdDin.NihayaFiGharib.Shia003923Vols-ara1,All phrases,2
0769IbnCaqilBahaDinMisri.SharhCalaAlfiyya.Shia003954Vols-ara1,كسني يوسف,1
0769IbnCaqilBahaDinMisri.SharhCalaAlfiyya.Shia003954Vols-ara1,All phrases,1
0792IbnCumarTaftazani.SharhMaqasid.Shia004501Vols-ara1,كسني يوسف,1
0792IbnCumarTaftazani.SharhMaqasid.Shia004501Vols-ara1,All phrases,1
0320Israili.AghdhiyaWaAdwiya.Shia004668-ara1,لحوم الكلاب,1
0756IbnYusufSaminHalabi.DurrMasun.Tafsir02079-ara1,كسني يوسف,1
0756IbnYusufSaminHalabi.DurrMasun.Tafsir02079-ara1,All phrases,1
0360Tabarani.TafsirKabir.Tafsir02091-ara1,حتي اكلوا الجيف والعظام والكلاب,1
0360Tabarani.TafsirKabir.Tafsir02091-ara1,كسني يوسف,4
0360Tabarani.TafsirKabir.Tafsir02091-ara1,All phrases,4
0303Nasai.Tafsir.Tafsir02100-ara1,كسني يوسف,1
0303Nasai.Tafsir.Tafsir02100-ara1,All phrases,1
0437IbnHammushQayruwani.Hidaya.Tafsir03092-ara1,لحوم الكلاب,1
0437IbnHammushQayruwani.Hidaya.Tafsir03092-ara1,كسني يوسف,3
0437IbnHammushQayruwani.Hidaya.Tafsir03092-ara1,All phrases,3
0850Acqam.Tafsir.Tafsir05047-ara1,كسني يوسف,4
0850Acqam.Tafsir.Tafsir05047-ara1,All phrases,4
0250HudHawari.Tafsir.Tafsir06048-ara1,كسني يوسف,1
0250HudHawari.Tafsir.Tafsir06048-ara1,All phrases,1
0745AbuHayyanGharnati.TafsirNahrMadd.Tafsir08090-ara1,كسني يوسف,2
0745AbuHayyanGharnati.TafsirNahrMadd.Tafsir08090-ara1,All phrases,2
0810IbnHadi.JawharShaffaf.Zaydiyya0000062-ara1,حتي اكلوا الكلاب,1
0810IbnHadi.JawharShaffaf.Zaydiyya0000062-ara1,حتي اكلوا الكلاب والجيف,1
0810IbnHadi.JawharShaffaf.Zaydiyya0000062-ara1,حتي اكلوا الكلاب والجيف,1
0810IbnHadi.JawharShaffaf.Zaydiyya0000062-ara1,كسني يوسف,2
0810IbnHadi.JawharShaffaf.Zaydiyya0000062-ara1,All phrases,3
0614MansurCabdAllah.SharhRisalaNasiha.Zaydiyya0000144-ara1,كسني يوسف,1
0614MansurCabdAllah.SharhRisalaNasiha.Zaydiyya0000144-ara1,All phrases,1
0749MuayyadYahya.Intisar.Zaydiyya0000162-ara1,لحوم الكلاب,4
0749MuayyadYahya.Intisar.Zaydiyya0000162-ara1,كسني يوسف,2
0749MuayyadYahya.Intisar.Zaydiyya0000162-ara1,All phrases,2
0411MuayyadAhmad.Tajrid.Zaydiyya0000267-ara1,لحوم الكلاب,1
0836FaqihYusuf.ThamaratYanica.Zaydiyya0000274-ara1,كسني يوسف,5
0836FaqihYusuf.ThamaratYanica.Zaydiyya0000274-ara1,All phrases,5
0424AbuTalibYahyaHaruni.TaysirMatalib.Zaydiyya0000352-ara1,كسني يوسف,1
0424AbuTalibYahyaHaruni.TaysirMatalib.Zaydiyya0000352-ara1,All phrases,1
0728IbnMutahharZaydi.CuqudCiqyan.Zaydiyya0000373Vols-ara1,كسني يوسف,2
0728IbnMutahharZaydi.CuqudCiqyan.Zaydiyya0000373Vols-ara1,All phrases,2
