section,st_pos,mid_pos,w_count,date,century,25-y,Name
1330,468950,470613.5,3327,315,300,325,ابن الجصاص الجوهري 
1331,472277,472330.5,107,357,300,375,أبو القاسم بن بشر الكاتب 
1332,472384,472425.0,82,618,600,625,القاضي سديد الدين المهلبي 
1334,477886,478182.0,592,411,400,425,ابن دواس الكتامي 
1339,491102,491218.5,233,487,400,500,معز الدين ابن السديد العقيلي 
1344,494196,494257.0,122,358,300,375,أبو علي ابن كهمش 
1345,494318,494346.5,57,335,300,350,الحسين بن لؤلؤ والي الشرطة 
1346,494375,494466.5,183,456,400,475,أبو البركات الجرجرائي 
1348,495583,495607.0,48,586,500,600,أبو علي المجاور 
1350,495708,495749.5,83,203,200,225,حفص الفرد 
1351,495791,495869.5,157,722,700,725,ابن عبود القرشي 
1353,496738,496783.0,90,340,300,350,أبو جعفر الخولاني المقرئ 
1354,496828,496953.0,250,265,200,275,عرق الموت 
1355,497078,497117.5,79,334,300,350,أبو علي الفرمي 
1356,497157,497190.5,67,339,300,350,رأس الحمار الشاعر 
1357,497224,497273.5,99,690,600,700,جلال الدين ابن نصير المقرئ 
1358,497323,497338.5,31,438,400,450,أبو البركات ابن أبي عرابة 
1360,497407,497660.5,507,729,700,750,أمير حسين الرومي 
1361,497914,498443.5,1059,67,0,75,الحصين بن نمير 
1362,498973,499407.5,869,128,100,150,حفص بن الوليد الحضرمي أمير مصر 
1364,500008,500324.5,633,410,400,425,"حمزة ابن اللباد""هادي المستجيبين"" "
1368,501706,501953.5,495,399,300,400,أبو القاسم الغلبوني الوراق 
1370,502669,502867.0,396,682,600,700,الصاحب ابن الأسفوني 
1380,503694,503752.5,117,501,500,525,حميد بن سعيد المغربي (الشاعر) 
1381,503811,503837.0,52,208,200,225,حميد ابن مسروق الجيشاني 
1384,503960,503987.5,55,218,200,225,حميد بن عبد الله بن وهب 
1388,504117,504311.0,388,159,100,175,حميد بن قحطبة الطائي 
1392,504637,504684.0,94,142,100,150,حميد بن هاني الخولاني 
1393,504731,504842.0,222,247,200,250,أبو خليفة الرعيني العبلي 
1395,504991,505026.0,70,255,200,275,حميد بن يحيى الغافقي 
1396,505061,505266.0,410,517,500,525,حميد بن مكي القصار 
1397,505471,505538.0,134,368,300,375,حميدان بن حواس العقيلي 
1398,505605,506308.0,1406,720,700,725,حميضة ابن أبي نمي 
1400,508105,508825.5,1441,127,100,150,حنظلة بن صفوان 
1401,509546,509730.5,369,678,600,700,حنين البدوي 
1402,509915,510429.5,1029,132,100,150,حوثرة بن سهيل الباهلي 
1403,510944,511001.5,115,64,0,75,حوشب بن يزيد الحميري 
1404,511059,511107.5,97,25,0,25,أبو مذحج الزبيدي 
1405,511156,511207.5,103,200,200,225,حوي بن حوي بن معاذ 
1406,511259,511306.0,94,776,700,800,حيار بن مهنا 
1408,511411,511803.5,785,584,500,600,القاضي النفيس السراج القوصي 
1409,512196,512233.5,75,455,400,475,الأمير المؤيد 
1412,512403,512890.5,975,522,500,525,المؤتمن ابن البطائحي 
1413,513378,513712.5,669,40,0,50,خارجة بن حذافة 
1414,514047,514060.5,27,593,500,600,خاص ترك السفياني 
1416,514096,514279.0,366,54,0,75,خالد بن ثابت الفهمي 
1418,514483,514557.5,149,169,100,175,خالد بن حميد المهري 
1420,514679,515445.0,1532,52,0,75,أبو أيوب الأنصاري 
1423,516487,516512.5,51,231,200,250,خالد بن عائذ الزوفي 
1425,516566,516583.5,35,212,200,225,خالد بن عبد الرحمن البصري 
1428,516664,516695.5,63,244,200,250,خالد بن عبد السلام الصدفي 
1436,517103,517168.0,130,129,100,150,خالد بن [أبي] عمران قاضي إفريقية 
1441,517803,517840.0,74,330,300,350,ابن عين الغزال الدمياطي 
1442,517877,518494.0,1234,588,500,600,ابن القيسراني الكاتب 
1445,519183,519215.0,64,254,200,275,خالد بن نجيح 
1446,519247,519268.5,43,222,200,225,أبو يزيد الغساني 
1449,519424,519436.0,24,302,300,325,خالد بن وهب بن صغير الأندلسي 
1452,519511,519527.0,32,168,100,175,خالد بن يزيد بن سهيل التجيبي 
1455,519594,519635.0,82,803,800,825,خديجة البعلبكية 
1456,519676,519715.0,78,779,700,800,خديجة بنت أحمد ابن الحلبية 
1457,519754,519868.5,229,777,700,800,خديجة بنت أحمد النويرية 
1458,519983,520006.0,46,803,800,825,خديجة الصالحية 
1459,520029,520054.5,51,801,800,825,خديجة الخليلية 
1460,520080,520104.5,49,803,800,825,خديجة البالسية 
1461,520129,520150.5,43,800,800,825,خديجة اليونينية 
1462,520172,520454.0,564,708,700,725,الملك المسعود 
1463,520736,521492.0,1512,676,600,700,الخضر المهراني شيخ الظاهر بيبرس 
1467,523110,523134.0,48,376,300,400,خلصة بن موسى بن عمران الريي الزاهد 
1469,523288,523349.0,122,402,400,425,أبو القاسم ابن خاقان المقرئ 
1470,523410,523426.0,32,455,400,475,أبو القاسم الحوفي 
1471,523442,523454.5,25,790,700,800,خلف ملك التجار 
1472,523467,524100.0,1266,364,300,375,خلف بن خير 
1474,524918,525338.0,840,499,400,500,خلف بن ملاعب الأشهبي 
1475,525758,525833.5,151,749,700,750,ناصر الدين ابن خواجا التوريزي 
1477,526139,526231.5,185,746,700,750,خليل بن دلغادر التركماني 
1478,526324,526344.5,41,641,600,650,نجم الدين الحموي قاضي العسكر 
1481,527115,528184.5,2139,90,0,100,خالد بن يزيد حكيم آل مروان 
1483,529292,529325.5,67,139,100,150,خالد بن يزيد الجمحي 
1484,529359,529372.5,27,228,200,250,خالد بن يزيد الفارسي الإفريقي 
1486,529406,529425.5,39,228,200,250,خالد بن يزيد اللؤلؤي 
1488,529480,529566.0,172,745,700,750,ابن الزراد المقدم 
1489,529652,529696.0,88,623,600,625,أبو المجد خزعل الشنائي 
1490,529740,529822.0,164,541,500,550,خسروان الأستاذ 
1492,530170,530397.0,454,707,700,725,"""شلحوه"" الحلبي "
1493,530624,530645.0,42,739,700,750,أبو المعالي ابن الرفاء 
1494,530666,530902.0,472,659,600,675,كمال الدين الكردي، قاضي المقس 
1500,541173,541840.0,1334,137,100,150,خير بن نعيم قاضي مصر 
1524,548319,548510.5,383,743,700,750,طينال سيف الدين 
1525,548702,548725.0,46,752,700,775,طينال الجاشنكير 
1526,548748,548875.5,255,689,600,700,طيبرس الوزيري 
1527,549003,549151.0,296,719,700,725,طيبرس الخزنداري 
1528,549299,549353.0,108,693,600,700,طيبرس الركني 
1529,549407,549438.0,62,753,700,775,طيبغا المحمدي 
1530,549469,549501.5,65,750,700,750,طيدمر الإسماعيلي 
1531,549534,549562.5,57,760,700,775,طيب الأمير سيف الدين 
1532,549591,549663.0,144,593,500,600,طغتكين بن أيوب 
1533,549735,549766.5,63,691,600,700,طقصو الأمير ركن الدين 
1534,549798,549883.0,170,760,700,775,طقطاي الأمير عز الدين 
1535,549968,550081.0,226,763,700,775,طنيرق الأمير سيف الدين 
1536,550194,550464.5,541,310,300,325,طغج بن جف 
1537,550735,551386.0,1302,698,600,700,طغجي الأشرفي 
1538,552037,552060.0,46,257,200,275,طغلغ، أحد قواد أحمد بن طولون 
1539,552083,552108.5,51,735,700,750,طغلق [الأشرفي] الأمير سيف الدين 
1540,552134,552168.0,68,709,700,725,طغريل الإيغاني 
1541,552202,552267.5,131,747,700,750,طقتمر الأحمدي 
1542,552333,552359.0,52,747,700,750,طقتمر الصلاحي 
1543,552385,552462.0,154,716,700,725,طقتمر الدمشقي 
1544,552539,552680.5,283,746,700,750,طقزتمر الساقي الناصري 
1545,552822,553027.5,411,745,700,750,طقصبا الحسامي التتري 
1549,553916,554115.0,398,724,700,725,طوغان المنصوري 
1550,554314,554366.0,104,741,700,750,طوغان الشمسي 
1551,554418,554658.5,481,529,500,550,ظافر الحداد 
1552,554899,554920.0,42,441,400,450,عباس بن جعفر بن الفرات 
1553,554941,554963.5,45,233,200,250,أبو الربيع العنزي 
1554,554986,555010.0,48,415,400,425,عباس بن شعيب العبيدي 
1555,555034,555408.5,749,549,500,550,عباس ابن أبي الفتوح الصنهاجي 
1557,555964,555986.0,44,78,0,100,"ابن غنم الأشعري""صاحب معاذ"" "
1558,556008,556174.0,332,88,0,100,ابن قحزم الخولاني 
1561,557000,558368.5,2737,84,0,100,عبد الرحمن ابن الأشعث 
1562,559737,560345.5,1217,40,0,50,عبد الرحمن بن ملجم 
1565,561504,561561.5,115,362,300,375,ابن يزيد الشاعر 
1566,561619,561664.5,91,634,600,650,ابن أبي منصور النصولي 
1568,561835,561874.5,79,571,500,575,أبو القاسم الكناني الكاتب 
1569,561914,562030.5,233,216,200,225,عبد الرحمن بن موسى الهواري 
1570,562147,562170.0,46,65,0,75,ابن موهب المعافري 
1571,562193,562295.5,205,537,500,550,ابن منيع الزاوية 
1573,562588,562614.0,52,512,500,525,الديباجي 
1577,562927,562956.5,59,577,500,600,علم الرؤساء القاضي السديد 
1579,563121,563449.5,657,643,600,650,أبو القاسم ابن المسيري فلك الدين 
1580,563778,563879.5,203,634,600,650,صدر الدين ابن مهران 
1582,564399,564975.0,1152,14,0,25,عبد الرحمن بن عمر بن الخطاب 
1588,566185,566254.0,138,553,500,575,أبو سهل ابن مدرك المعري 
1591,566500,566523.0,46,95,0,100,أبو معاوية ابن حديج 
1594,569594,569940.0,692,315,300,325,أبو القاسم القزويني 
1597,570976,571068.0,184,383,300,400,ابن حزم القلعي الأندلسي 
1599,571410,577720.5,12621,136,100,150,الخليفة أبو العباس السفاح 
1600,584031,592547.5,17033,158,100,175,أبو جعفر المنصور 
1604,630669,630974.0,610,75,0,75,عبد الله بن الزبير الأسدي الشاعر 
1605,631279,631395.0,232,219,200,225,الحميدي محدث مكة 
1606,631511,631649.0,276,80,0,100,ابن زرير الغافقي 
1611,632315,632331.5,33,438,400,450,أبو النهد ابن بشرى الواعظ 
1614,633287,633310.5,47,540,500,550,ابن بقي البياسي الأندلسي المقرئ 
1615,633334,633668.5,669,270,200,275,عبد الله بن دسومة 
1619,634714,636069.0,2710,255,200,275,ابن عبد الحميد [العمري] الناسك 
1622,638007,638153.0,292,98,0,100,ابن حجيرة الخولاني قاضي مصر 
1623,638299,638499.5,401,155,100,175,عبد الله بن عبد الرحمن بن حديج 
1625,638841,638878.5,75,228,200,250,أبو زرعة القتباني 
1626,638916,638976.0,120,91,0,100,عبد الأعلى ابن ظاعن الفهمي 
1627,639036,639078.0,84,132,100,150,ابن أبي الهجرس 
1631,639546,640333.5,1575,754,700,775,الوزير [علم الدين] ابن زنبور [العلائي] 
1633,641191,641447.0,512,760,700,775,ابن تافراجين 
1634,641703,641739.5,73,605,600,625,ابن الفقيه نصر 
1639,644238,644265.5,55,709,700,725,القاضي بهاء الدين ابن الحلبي 
1643,645426,646023.5,1195,741,700,750,الوزير ابن الغنام 
1645,646713,646951.5,477,179,100,200,عبدويه ابن الجارود 
1647,651706,651772.0,132,86,0,100,أبو الحارث الزبيدي الصحابي 
1648,651838,652059.0,442,36,0,50,أبو حذافة السهمي 
1650,660005,664971.5,9933,322,300,325,المهدي [عبيد الله الفاطمي] 
1651,669938,669977.0,78,444,400,450,أبو نصر السجزي 
1652,670016,670305.5,579,116,100,125,عبيدة بن عبد الرحمن السلمي والي إفريقية 
1653,670595,670788.5,387,365,300,375,ابن سليم الأسواني مؤرخ النوبة 
1654,670982,671007.0,50,645,600,650,بدر الدين الحمولي قاضي القدس 
1656,671493,671584.0,182,634,600,650,أبو طالب الأزجي البغدادي 
1657,671675,671692.0,34,576,500,600,أبو محمد الكناني 
1660,673421,673613.5,385,363,300,375,أبو محمد الحسيني 
1661,673806,673841.0,70,731,700,750,صفي الدين العسقلاني 
1662,673876,673985.0,218,117,100,125,ابن أبي مليكة 
1663,674094,674160.5,133,739,700,750,العلم ابن كريم الدين الكبير 
1665,674506,674541.0,70,572,500,575,عبد الله بن عطاف الأزدي 
1666,674576,674602.5,53,110,100,125,عبد الله بن عقبة بن نافع 
1667,674629,676989.0,4720,147,100,150,الوزير ابن شكر 
1671,679739,679910.0,342,364,300,375,أبو المنجى القرمطي 
1672,680081,680198.0,234,693,600,700,التقي السروجي 
1673,680315,681850.5,3071,73,0,75,عبد الله ابن سيدنا عمر بن الخطاب 
1679,684131,684958.0,1654,65,0,75,عبد الله بن عمرو بن العاص 
1680,685785,686023.5,477,96,0,100,عبد الله المطرف 
1682,686745,686931.0,372,261,200,275,عبد الله بن القاسم الحسيني 
1685,691385,691588.0,406,140,100,150,عمارة بن غزية 
1686,691791,691829.0,76,710,700,725,عز الدين المدلجي النسائي 
1691,692636,692683.5,95,684,600,700,عمر بن عاصم اليعلمي 
1692,692731,692762.5,63,618,600,625,القطب [ابن قليلة] الشارعي 
1694,693018,693043.0,50,83,0,100,ابن كريب التجيبي 
1695,693068,693126.5,117,615,600,625,ابن بندار التبريزي 
1696,693185,693205.5,41,566,500,575,أبو التقى المقدسي 
1700,694657,694712.5,111,388,300,400,ابن عراك المصري المقرئ 
1703,695276,695304.0,56,630,600,650,شجاع الدين السبربائي 
1706,695701,695770.0,138,115,100,125,عمر بن مروان بن الحكم 
1707,695839,696020.5,363,103,100,125,عمران الشرحبيلي 
1708,696202,696246.5,89,65,0,75,عمير بن مالك الجداعي 
1709,696291,696387.0,192,128,100,150,عيسى بن أبي عطاء الشامي الكاتب 
1712,699460,699512.5,105,320,300,325,عيسى بن محمد الأندلسي 
1754,702963,702973.0,20,801,800,825,801] 
1757,703837,704091.5,509,742,700,750,لؤلؤ الحلبي 
1759,704447,704540.5,187,811,800,825,الفخر ابن غراب 
1760,704634,704693.5,119,775,700,775,ابن التاج 
1761,704753,707696.5,5887,38,0,50,الأشتر النخعي 
1762,710640,710843.0,406,802,800,825,الطواشي مقبل الشامي 
1763,711046,711099.0,106,800,800,825,مقبل الرومي 
1765,711225,711244.0,38,327,300,350,محمد بن آدم 
1767,711446,711487.5,83,536,500,550,ابن أسود الأندلسي 
1771,712128,712207.5,159,627,600,650,برهان الدين الرقاء 
1772,712287,712330.5,87,707,700,725,أبو عبد الله اليقوري 
1774,712447,712498.0,102,310,300,325,ابن البطال الصعدي 
1775,712549,712627.5,157,273,200,275,أبو أمية الطرسوسي 
1776,712706,712711.0,10,630,600,650,ابن الدماميني 
1778,712916,712938.5,45,751,700,775,النويري قاضي المحلة 
1779,712961,713097.0,272,560,500,575,ابن هاني الحفيد 
1780,713233,713254.0,42,526,500,550,ابن مكي القيرواني المقرئ 
1781,713275,713300.0,50,364,300,375,أبو الفتح ابن المقبل 
1783,713501,713559.5,117,412,400,425,أبو بكر الصقلي الصوفي 
1784,713618,713660.5,85,390,300,400,ابن عيشون الإلبيري 
1786,713794,713831.5,75,318,300,325,ابن نيروز الأنماطي 
1787,713869,713915.5,93,276,200,300,ابن جناد المنقري 
1790,714351,714377.5,53,339,300,350,أبو العباس مولى اليسع 
1791,714404,714440.0,72,632,600,650,أبو عبد الله الفراء 
1792,714476,714525.5,99,350,300,350,الأهناسي الطائي المقرئ 
1794,714827,714863.0,72,305,300,325,أبو عبد الله السراج 
1795,714899,714958.5,119,612,600,625,الأصولي البجائي 
1796,715018,715066.0,96,258,200,275,ابن الخراساني 
1797,715114,715232.0,236,668,600,675,أصيل الدين الأسعردي 
1798,715350,715425.5,151,695,600,700,أبو الطيب السبتي 
1799,715501,715523.5,45,734,700,750,ابن الفهاد القوصي 
1800,715546,715610.5,129,672,600,675,صدر الدين القنائي 
1801,715675,715925.0,500,749,700,750,ابن الأكفاني 
1805,716522,716541.0,38,345,300,350,أبو الحسن الأنطاكي 
1806,716560,716593.0,66,558,500,575,أبو الحسن الأسواني 
1808,716713,716798.5,171,427,400,450,أبو بكر الأردستاني 
1810,717107,717132.0,50,697,600,700,ابن الخلال الدمشقي 
1813,717806,717997.5,383,562,500,575,الكيزاني الصوفي 
1814,718189,718197.0,16,276,200,300,أبو بكر ابن جناد 
1815,718205,718302.5,195,493,400,500,أبو بكر الرازي صاحب الكرامات 
1816,718400,718447.5,95,364,300,375,أبو الفرج ابن سكرة 
1817,718495,718592.5,195,305,300,325,ابن حيون [الحجاري] الأندلسي 
1818,718690,718714.5,49,315,300,325,أبو بكر الأسواني 
1819,718739,718773.0,68,707,700,725,ناصر الدين ابن الهمام 
1820,718807,718852.0,90,615,600,625,الشهاب ابن الجاموس 
1821,718897,718925.0,56,401,400,425,أبو الحسن ابن رشدين 
1823,719306,719363.5,115,313,300,325,أبو عبد الله الطيالسي 
1826,720854,720872.0,36,230,200,250,أبو بكر ابن ما شاء الله 
1828,720972,721011.0,78,248,200,250,أبو جعفر الأسباطي 
1829,721050,721115.0,130,666,600,675,ابن خلكان والد صاحب الوفيات 
1831,721274,721340.5,133,645,600,650,ابن جريدة المالقي 
1832,721407,721426.5,39,738,700,750,شمس الدين النقجواني 
1836,721659,721682.5,47,358,300,375,أبو بكر الحضرمي 
1837,721706,721797.5,183,262,200,275,أبو عبد الرحمن الكثيري 
1839,721954,721970.0,32,615,600,625,أبو عبد الله المروزي 
1841,722119,722183.0,128,643,600,650,ابن القرشية البجاني 
1843,723194,723239.5,91,643,600,650,أبو عبد الله القيجاطي 
1845,723355,723427.5,145,686,600,700,شرف الدين البوشي 
1846,723500,723562.5,125,323,300,325,العبدويي النيسابوري 
1848,723671,723701.0,60,466,400,475,أبو بكر الأصبهاني 
1850,723961,723990.5,59,330,300,350,أبو جعفر الحسيني 
1851,724020,724050.5,61,315,300,325,أبو الحسن ابن العاصي 
1852,724081,724101.0,40,332,300,350,ابن العاصي الأصغر 
1853,724121,724138.0,34,263,200,275,ابن العاصي الأكبر 
1854,724155,724187.5,65,400,400,425,أبو عبد الله المعافري الطليطلي 
1855,724220,724263.0,86,256,200,275,ابن زبريق 
1856,724306,724325.5,39,293,200,300,أبو الأزهر ابن أبي أيوب 
1857,724345,724368.5,47,424,400,425,القاضي أبو الحسن التمار 
1860,724641,724688.5,95,481,400,500,أبو عبد الله البكري الطليطلي 
1861,724736,724768.0,64,720,700,725,ابن الملك الرحيم لؤلؤ 
1868,729085,729128.5,87,774,700,775,ولي الدين الملوي المنفلوطي 
1869,729172,729386.0,428,322,300,325,الأطروش الماذرائي 
1870,729600,729635.5,71,724,700,725,ابن أبي المنصور 
1871,729671,729729.5,117,394,300,400,ابن الخلاص البجاني 
1872,729788,729851.5,127,335,300,350,عبد الصمد صاحب الحنفاء 
1873,729915,729982.0,134,356,300,375,أبو بكر المعيطي المصيصي 
1877,731512,731596.0,168,671,600,675,القرطبي صاحب التفسير 
1879,731754,731780.5,53,314,300,325,ابن القياس 
1880,731807,731890.5,167,557,500,575,ابن تغلب الآمدي 
1881,731974,732008.0,68,749,700,750,ابن التاج القوصي 
1886,732611,732655.0,88,394,300,400,أبو الفرج البغدادي المقرئ 
1887,732699,732724.5,51,322,300,325,أبو الحسن ابن مسكين القاص 
1888,732750,732777.5,55,639,600,650,ابن حاضر الشقري الأندلسي 
1892,733133,733248.0,230,651,600,675,أبو بكر المالقي 
1893,733363,733379.5,33,320,300,325,ابن شعرة 
1894,733396,733470.5,149,428,400,450,ابن مأمون القيسي 
1895,733545,733589.0,88,350,300,350,الجريجي 
1896,733633,733669.0,72,318,300,325,ابن حماد زغبة 
1898,733872,733897.5,51,300,300,325,ابن أبي حماد الزاهد 
1899,733923,733966.5,87,350,300,350,أبو الطيب الرسعني المروروذي 
1900,734010,734027.0,34,320,300,325,أبو غالب البخاري 
1901,734044,734077.5,67,718,700,725,ابن حيان الشاطبي 
1903,734236,734266.5,61,349,300,350,الأعدالي 
1904,734297,734354.5,115,656,600,675,معين الدين ابن القيسراني 
1905,734412,734430.5,37,296,200,300,أبو معمر ابن خزيمة 
1906,734449,734514.0,130,741,700,750,المطري المؤذن 
1907,734579,734705.0,252,418,400,425,الصرائري التونسي 
1911,735892,735956.0,128,309,300,325,ابن معدان الأصبهاني 
1912,736020,736112.5,185,335,300,350,أبو رجاء الأسواني الشاعر 
1916,736524,736549.5,51,316,300,325,أبو بكر ابن نجيح 
1917,736575,736612.0,74,306,300,325,أبو الحسن الصفار 
1918,736649,736676.5,55,318,300,325,ابن أبي زيد الإخميمي 
1919,736704,737021.0,634,363,300,375,ابن النابلسي الزاهد الشهيد 
1922,737895,737915.0,40,276,200,300,ابن شاكر الجمحي 
1923,737935,737984.5,99,311,300,325,أبو بكر ابن الصلت البغدادي 
1924,738034,738138.0,208,634,600,650,أبو بكر ابن الصابوني الإشبيلي 
1926,738472,738505.5,67,407,400,425,ابن شاكر القطان 
1928,738617,738652.5,71,431,400,450,أبو الحسن الجواليقي 
1929,738688,738729.0,82,646,600,650,شمس الدين ابن أسامة الدمشقي 
1930,738770,738791.0,42,365,300,375,أبو الحسن ابن الصيرفي 
1932,739020,739055.0,70,336,300,350,أبو بكر ابن شافع 
1933,739090,739113.0,46,343,300,350,أبو بكر الورداني 
1934,739136,739185.0,98,641,600,650,القطب الصفراوي قاضي القضاة 
1935,739234,739284.0,100,353,300,375,ابن بنت منيع 
1938,741334,741365.0,62,300,300,325,أبو عبد الله العريبي 
1939,741396,741417.0,42,264,200,275,أبو عبد الله الحواري 
1940,741438,741539.5,203,715,700,725,بدر الدين الحلبي الكاتب 
1941,741641,741666.5,51,613,600,625,زين الدين ابن الإخوة 
1943,741791,741860.5,139,393,300,400,أبو عبد الله الورشي القرطبي 
1945,741997,742020.5,47,251,200,275,أبو عبد الله الباهلي 
1948,742523,742555.0,64,660,600,675,الصنداتي الأندلسي 
1950,742670,742811.5,283,255,200,275,العتبي القرطبي 
1952,743148,743172.0,48,723,700,725,جمال الدين الرندي 
1953,743196,743299.0,206,630,600,650,الغرافي الحسيني 
1954,743402,743428.0,52,399,300,400,القلزمي الشاعر 
1957,743636,743691.0,110,656,600,675,أبو عبد الله الحسيني 
1958,743746,743775.5,59,366,300,375,الأدرع الحسني 
1960,743917,744068.5,303,397,300,400,ابن الوشاء 
1962,745050,745208.5,317,482,400,500,أبو جعفر البخاري 
1965,745643,745694.5,103,303,300,325,أبو الطاهر المديني العثماني 
1966,745746,745783.0,74,708,700,725,عماد الدين الهكاري 
1969,747144,747180.5,73,719,700,725,ابن الدباغ 
1970,747217,747251.0,68,623,600,625,ابن عطية الداني 
1973,747429,747485.5,113,348,300,350,أبو حرارة البردعي 
1975,747728,747753.5,51,704,700,725,جار الله محمود 
1980,748633,748653.5,41,376,300,400,أبو بكر الصدفي البزاز 
1981,748674,748710.5,73,349,300,350,أبو يعقوب الباوردي النحوي 
1982,748747,748767.5,41,304,300,325,ابن المنجم النديم 
1983,748788,748808.0,40,641,600,650,ابن جارة 
1984,748828,748904.0,152,452,400,475,أبو عبد الله القزويني المقرئ 
1985,748980,749003.5,47,305,300,325,أبو بكر الماذرائي الكاتب 
1986,749027,749047.0,40,683,600,700,أبو العباس الكتبي 
1988,749216,749307.5,183,324,300,325,الداجوني المقرئ المكفوف 
1989,749399,749439.5,81,339,300,350,أبو العباس البزار 
1990,749480,749502.5,45,661,600,675,شرف الدين السلمي محتسب دمشق 
1991,749525,749764.0,478,291,200,300,أبو علاثة المرادي 
1992,750003,750061.0,116,441,400,450,أبو الفضل السعدي القاضي 
1994,750440,750474.0,68,339,300,350,أبو عبد الله الخولاني 
1995,750508,750535.5,55,417,400,425,أبو الطيب الغلبوني 
1997,750675,750702.5,55,368,300,375,أبو بكر القماح 
1998,750730,750842.0,224,256,200,275,ابن أبي فروة الشعباني 
1999,750954,750975.0,42,387,300,400,أبو بكر الأدرستاني 
2000,750996,751206.5,421,322,300,325,أبو علي الروذباري الصوفي 
2002,751526,751549.0,46,327,300,350,أبو عبد الله الكندي 
2003,751572,751608.5,73,660,600,675,ابن سراقة الشاطبي 
2005,751744,751766.5,45,350,300,350,أبو بكر اليقطيني 
2006,751789,751830.5,83,407,400,425,القطان المؤدب 
2008,752009,752043.5,69,460,400,475,الشلانجردي المقرئ 
2012,753727,753772.5,91,330,300,350,ابن رشدين 
2013,753818,753823.0,10,571,500,575,الألشي الفرضي 
2014,753828,753879.0,102,353,300,375,أبو بكر ابن خروف 
2015,753930,754076.0,292,399,300,400,ابن الفحام الرقي 
2017,754364,754388.5,49,529,500,550,النقاش الطليطلي 
2018,754413,754434.5,43,303,300,325,أبو عبد الله الرعيني 
2019,754456,754506.0,100,362,300,375,القبري القرطبي المؤدب 
2020,754556,754853.5,595,298,200,300,أبو العباس المخطوم 
2024,755644,755671.0,54,693,600,700,ابن النجار الدوسي 
2028,756044,756087.5,87,688,600,700,ابن قفل الدمياطي 
2031,756538,756574.0,72,597,500,600,ابن مرزوق السبتي 
2032,756610,756652.0,84,693,600,700,القدسي الواعظ 
2034,756790,756815.5,51,322,300,325,أبو الحسن الأعرج 
2045,758158,758200.5,85,539,500,550,الوضاحي المرسي 
2048,758373,758450.5,155,670,600,675,ابن يغمور 
2055,759065,759098.0,66,343,300,350,أبو بكر المعافري 
2057,759200,759232.5,65,640,600,650,ابن شهيد الفاسي 
2059,759455,759471.5,33,358,300,375,أبو بكر البغدادي 
2061,759540,759568.5,57,376,300,400,ابن أبي العوام 
2062,759597,759612.5,31,318,300,325,أبو بكر الإخميمي 
2065,759784,759878.5,189,616,600,625,ابن عياش السلاوي 
2066,759973,759993.5,41,625,600,625,بدر الدين الفاخري 
2067,760014,760050.0,72,322,300,325,أبو بكر الخلال 
2068,760086,760118.0,64,398,300,400,أبو جعفر الجرجاني 
2069,760150,760180.0,60,358,300,375,أبو الطيب الشذائي 
2070,760210,760234.5,49,651,600,675,ابن أخت أبي العباس الرأس 
2071,760259,760347.0,176,443,400,450,أبو سعيد العميدي النحوي 
2072,760435,760472.0,74,659,600,675,الفقيه السلاوي 
2074,760800,760829.5,59,262,200,275,البيكندي 
2077,760986,761027.5,83,282,200,300,ابن كنداج الطولوني 
2078,761069,761099.5,61,702,700,725,الجلال ابن الملك الرحيم 
2080,761405,761517.5,225,749,700,750,العماد البلبيسي 
2082,761755,762118.5,727,151,100,175,محمد بن إسحاق صاحب السيرة 
2083,762482,762531.0,98,671,600,675,القصاع المقرئ 
2086,763241,763309.5,137,658,600,675,الساعي الزاهد البغدادي 
2088,786772,786777.5,11,390,300,400,"""بقرة يونس"" "
2089,786783,786841.0,116,296,200,300,محمد بن أسلم الأزدي 
2091,787361,787380.5,39,313,300,325,محمد بن إدريس الأعور 
2092,787400,787438.0,76,709,700,725,نجم الدين القمولي 
2093,787476,787523.5,95,407,400,425,محمد بن باديس الصنهاجي 
2099,789807,789887.5,161,406,400,425,ابن نزال قائد الجيوش 
2101,790030,790052.0,44,208,200,225,أبو بكر الضبي 
2103,790155,790181.5,53,728,700,750,نميلة 
2106,790367,790394.0,54,691,600,700,أبو بكر العمادي 
2107,790421,790465.5,89,662,600,675,الرجيلي صاحب القصائد الوترية 
2108,790510,790564.5,109,748,700,750,شرف الدين الفيومي 
2109,790619,790625.0,12,621,600,625,شرف الدين الصقلي المقرئ 
2110,790631,790637.0,12,652,600,675,أبو عبد الله الربعي 
2111,790643,790738.0,190,669,600,675,ابن مدود محتسب الجزيرة 
2113,791017,791087.0,140,610,600,625,أبو عبد الله الرازي الدمشقي 
2120,791818,791917.5,199,380,300,400,أبو بكر القتالي 
2121,792017,792067.0,100,512,500,525,ابن أبي كدية القيرواني 
2123,792212,792235.5,47,732,700,750,أبو الجود الحوزي 
2127,792706,792742.0,72,337,300,350,أبو بكر ابن العوام 
2129,792824,792906.5,165,559,500,575,سيف الدين الكردي 
2130,792989,793023.0,68,313,300,325,ابن بسطام السوسي 
2134,793804,793848.5,89,198,100,200,القاضي محمد ابن شراحيل الباجي 
2135,793893,793952.5,119,366,300,375,ابن بطال اللورقي 
2137,794208,794307.5,199,727,700,750,محمد بن أرغون النائب 
2138,794407,794440.0,66,541,500,550,محمد بن أسامة بن منقذ 
2139,794473,794501.5,57,287,200,300,أبو يحيى السرقسطي 
